Назва,Адреса,46.4825,30.7233,Пн-пт,08:00–17:00,ЄДРПОУ/Ідент №,Телефони,Unnamed: 8,Unnamed: 9,100 000 ,"Сілосний, напольний",Unnamed: 12,Unnamed: 13,40 км/год,"Заднє, Бокове, гравітаційне, Шнекове, Пневматичне, Ручне",4 м,12 м,40 т,"Самоскид, зерновоз, тентовий",30 км/год,"Верхнє, бокове, Пневматичне, Шнекове, ",3.8 м,11 м,38 т,"Самоскид, зерновоз, тентовий.1",487654,25 км/год,Механічне,60 т,фронт 150 м,"піввагони, зерновози, контейнера",25 км/год.1,Механічне.1,60 т.1,фронт 150 м.1,Хопер,5 км/год,Трубопровід,річкові баржі,5 м,12 м.1,6 м,80 м,4 км/год,Крани,морські судна,7 м,15 м,7 м.1,120 м,Широта,Довгота
"ДПЗКУ, ПАТ (філія Хлібна база № 78)","26232, Кіровоградська обл., Маловисківський, с. Злинка, вул. Горького буд.25",,,,,37243279.0,,(044)206-15-19;  (05258)5-45-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4811908,31.5431206
"Ємилівське ХПП, ТОВ","26533, Кіровоградська обл., Голованівський, селище Ємилівка, вул. Леніна буд.2",,,,,36654381.0,,(05252)3-09-44; (05252)3-09-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3867778,31.1795301
"Зелінського С.Б., ФГ","28400, Кіровоградська обл., Компаніївський, смт. Компаніївка, вул. Лісна буд.1",,,,,32907160.0,,(05240)2-01-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2657351,32.1881557
"Зерновик, ТОВ","27100, Кіровоградська обл., Новоукраїнський, м. Новоукраїнка, вул. Курчатова буд.40г",,,,,33328882.0,,(05251)2-19-99; (05251)2-50-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3226457,31.5187617
"Знам'янське ХПП, ТОВ","27406, Кіровоградська обл., Знам'янка, вул. Петровського буд.154",,,,,34249587.0,,(05233)3-11-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.7111964,32.6735659
"КЗК, ТОВ","25491, м. Кіровоград, смт. Нове, вул. Ливарна, 1-р",,,,,35958836.0,,(05223)7-12-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5223859,32.1401355
"Кіровоградський КХП №2, ДП Держкомрезерв","27635, Кіровоградська обл., Кіровоградський, с. Шостаківка, вул. Гагаріна буд.1а",,,,,00951862.0,,(0522)35-77-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5161892,32.2645875
"Кононівський елеватор, ТОВ (Грушківська філія)","26400, Кіровоградська обл., Ульяновський, м. Ульяновка, вул. Промислова буд.22, 55",,,,,32284263.0,,(05259)2-14-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3216669,30.2350917
"Королівське ХПП, ТОВ","28056, Кіровоградська обл., Олександрійський, с. Королівка, вул. Гагаріна буд.1-Б",,,,,32355213.0,(050)487-20-20,(050)487-20-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5783502,33.2197379
"Маловисківський елеватор, ТОВ","26200, Кіровоградська обл., Маловисківський, м. Мала Виска, вул. Жовтнева буд.161",,,,,38087769.0,(067)558-29-77,(05258)5-35-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.6435934,31.6294299
"МЮННТ, ПА","28200, Кіровоградська обл., Новгородківський, смт. Новгородка, вул. Дзержинського буд.89",,,,,20660017.0,,(05241)2-05-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5070966,32.2729514
"Новомиргородський елеватор, ПрАТ","26000, Кіровоградська обл., Новомиргородський, м. Новомиргород, вул. Залізнична буд.45",,,,,00954685.0,,(05256)4-19-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8047534,31.6786133
"Оріон Вектор, ПП","27100, Кіровоградська обл., м. Новоукраїнка, вул. Кірова буд.17, Ленінградська, 54",,,,,33860773.0,(067)737-81-89,(05251)2-23-32; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3236268,31.5249674
"Полтавське ХПП, ПрАТ (Бобринецька дільниця, Промислова 2)","27200, Кіровоградська обл., Бобринецький, м. Бобринець, вул. Промислова буд.2",,,,,05581898.0,,(05257)3-51-75; (0532)53-41-71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0605199,32.145131
"Полтавське ХПП, ПрАТ (Бобринецька філія)","27200, Кіровоградська обл., Бобринецький, м. Бобринець, вул. Промислова буд.1",,,,,05581898.0,,(05257)3-51-75; (0532)53-41-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0605199,32.145131
"Полтавське ХПП, ПрАТ (м.Кіровоград)","25014, Кіровоградська обл., Кіровоград, вул. Мурманська буд.45",,,,,05581898.0,,(0532)53-41-71; (0522)36-54-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5124037,32.1865173
"Полтавське ХПП, ПрАТ (Смолінська дільниця)","26223, Кіровоградська обл., Маловисківський, смт. Смоліне, Елеваторна буд.1",,,,,05581898.0,,(0532)53-41-71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5988874,31.2919327
"ПП ""А/Ф ""Славутич"" (с. Фрунзе)","27200, Кіровоградська область, Бобринецький р-н., с. Фрунзе, вул. Витязівське шосе, буд. 3",,,,,20639566.0,(067)553-29-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1018418,32.1074513
"Рос Агро, ТОВ","27410, Кіровоградська обл., Знам'янський р-н, с. Мошорино, вул. Жовтнева, 60",,,,,31308597.0,,(0522)32-25-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.62512820000001,32.7172218
"Сантрейд, ДП","28500, Кіровоградська обл., Долинський, м. Долинська, вул. Чумацький Шлях, буд.3-б,вул. Шевченко, 2",,,,,25394566.0,,(044)490-27-30; (05234)3-17-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1194973,32.7566412
"Світловодський річковий термінал, ТОВ","27500, Кіровоградська обл., Світловодськ, вул. Лісозаводська буд.1-А.",,,,,38066005.0,,(05236)7-43-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0729014,33.2827108
"СТОВ ""Агролан""","26030, Кіровоградська обл., Новомиргородський р-н, с. Йосипівка, вул. Степова 7, 7А",,,,,31591123.0,(050) 487-33-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8532494,31.70474299999999
"СФГ ""Дєдов""","27300, Кіровоградська обл., Олександрівський, смт. Олександрівка, вул. Залізнична буд. 1Б",,,,,20653891.0,,(05422)3-38-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9668776,32.2394238
"СФГ ""Флоря А. В.""","26241, Кіровоградська область, Маловисківський р-н., с. Велика Виска, вул. Комсомольська, 5",,,,,23677142.0,(067)520-93-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.56203559999999,31.8499174
"ТДВ ""КОЛОС""","27406, Кіровоградська обл., м. Знам'янка, вул. Червоноармійська буд.59/3",,,,,03758772.0,,(05233)2-28-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.7192002,32.6770961
"ТОВ ""Амбар Інвест""","28023, Кіровоградська обл., Олександрівський р-н, м. Олександрія, смт. Пантаївка, провулок Залізничний, 1",,,,,40997725.0,(099)198-87-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.6819893,33.127182
"ТОВ ""ВВТ ГРЕЙН"" (м. Бобринець)","27200, Кіровоградська область, Бобринецький р-н., м. Бобринець, вул. Орджонікідзе, буд. 2",,,,,38884893.0,(067)323-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0652443,32.1519476
"ТОВ ""ВІМЕКСІМ ТРЕЙД""","28500, м. Долинська, вул. Войкова, 19, Кіровоградська обл., Долинський р-н..",,,,,40535483.0,(066)0488330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.09375259999999,32.7691949
"ТОВ ""Зернолія"" (с. Хащувате)","26331, Кіровоградська обл., Гайворонський р-н., с. Хащувате, вул. Степова, 1",,,,,00688798.0,(097)608-90-95,(05254)4-11-50;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3440868,29.8463686
"ТОВ ""Зернотрейдинг груп"" (ВП Новоукраїнка)","27100, Кіровоградська обл., м. Новоукраїнка, вул. Курчатова, 36",,,,,39110877.0,(095)290-16-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3226457,31.5187617
"ТОВ ""Капітанівське ЗЗП""","26010, Кіровоградська обл., Новомиргородський р-н., смт. Капітанівка, вул. Калініна, буд. 18",,,,,34724540.0,(050)321-91-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9135013,31.6994949
"ТОВ ""Круп'яний тік""","25014, м. Кропивницький, вул. Р. Слободянюка, буд. 221",,,,,37298050.0,,(0522)35-90-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5293307,32.2122426
"ТОВ ""Куцівське ЗЗП""","28227, Кіровоградська обл., Новгородківський р-н., с. Куцівка, вул. Привокзальна, 14,",,,,,40200853.0,(050)321-91-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3130006,32.7891147
"ТОВ ""ЛІТА""","27100, вул. Курчатова, 13, м. Новоукраїнка, Кіровоградська область",,,,,31475005.0,(099)270-36-36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3226457,31.5187617
"ТОВ ""Новомиргород-Агроконтракт""","26000, Кіровоградська обл., Новомиргородський, м. Новомиргород, 40 років Перемоги буд.27",,,,,33212734.0,,(05256)4-13-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.7945192,31.6682176
"ТОВ ""ОЕЗ ГРАДОЛІЯ""","25491, Кіровоградська обл., м. Кропивницький, смт. Нове, вул. Мурманська, 37-Г",,,,,40200759.0,(050)487-10-51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.510768,32.1819912
"ТОВ ""ОПТІМУСАГРО ТРЕЙД"" (Добронадіївка)","28054, Кіровоградська обл., Олександрійський р-н, с. Добронадіївка, вул. Привокзальна, 55",,,,,41161689.0,,(05235)7-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5927149,33.3873561
"ТОВ ""ОПТІМУСАГРО ТРЕЙД"" (Павлиш)","28110, Кіровоградська обл., Онуфріївський район, смт. Павлиш, вул. Вокзальна, 18, 18А, 18Б",,,,,41161689.0,(067)633-95-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.91819049999999,33.3541538
"ТОВ ""ОПТІМУСАГРО ТРЕЙД"" (Плетений Ташлик)","26245, Кіровоградська обл., Маловисківський р-н, с. Плетений Ташлик, вул. Привокзальна, 1",,,,,41161689.0,(050)320-28-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4610897,31.7183151
"ТОВ ""ОПТІМУСАГРО ТРЕЙД"" (Рядове)","28327, Кіровоградська обл., Петрівський р-н, с. Рядове, вул. Дружби, 14",,,,,41161689.0,(050)453-74-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2311479,33.5343992
"ТОВ ""ПРОМЕТЕЙ САЙЛОС"" (м. Помічна)","Кіровоградька обл., Добровеличківський р-н, м. Помічна, вул. Гагаріна, буд. 54",,,,,40155738.0,(050)493-34-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2345067,31.394714
"ТОВ ""ПРОМЕТЕЙ САЙЛОС"" (с. Залізничне)","Кіровоградська обл., Вільшанський р-н., с. Залізничне, вул. Світанкова, буд. 5",,,,,40155738.0,(050)313-71-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.24660309999999,30.7307974
"ТОВ ""ПРОМЕТЕЙ ТРАСТ"" (Долинська)","28500, Кіровоградська обл., Долинський р-н., м. Долинська, провулок Транспортний, 30",,,,,40387784.0,(050)207-90-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1051815,32.7675667
"ТОВ ""Протеїн-Продакшн""","25491, Кіровоградська обл., м. Кіровоград, смт. Нове, вул. Ливарна, 10",,,,,34448613.0,,(0522)30-50-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5217835,32.1401193
"ТОВ ""Хлібекспорт-2010""","27100, Кіровоградська обл., м. Новоукраїнка, вул. Курчатова, 32",,,,,36920426.0,," (05251)2-36-98, (048)723-31-99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3226457,31.5187617
"ТОВ ""ХОЛДІНГ РА""","28415, Кіровоградська область, Компаніївський р-н., с. Роздолля, вул. Слави, буд. 37",,,,,38589215.0,(050)566-61-16,(0522)35-90-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2877398,32.1842863
"ТОВ ""Ясинівський хутір"" (с. Нова Осота)","Кіровоградська область, Олександрівський р-н.,с. Нова Осота, вул. Червоноармійська, 77-А",,,,,38884406.0,(067)397-65-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9900138,32.2545141
"ТОВ ""Ясинівський хутір"" (с. Ясинове)","Кіровоградська область, Олександрівський р-н., с. Ясинове, вул. Гагаріна 29",,,,,38884406.0,(067)397-65-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9723233,32.4591555
"ТОВ ТВФ ""Промтехснаб""","28110, Кіровоградська обл., Онуфріївський, смт. Павлиш, вул. 40 років Перемоги буд.68",,,,,23232500.0,,(05238)2-28-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.91819049999999,33.3541538
"УкрАгроКом, ТОВ","28020, Кіровоградська обл., Олександрійський, смт Приютівка, Користівське шосе буд.2а",,,,,30327425.0,,(05235)4-23-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.7203863,33.0679837
"Фундукліївське ХПП, ТДВ","27300, Кіровоградська обл., Олександрівський, смт. Олександрівка, вул. Вокзальна буд.3",,,,,00954586.0,,(05242)3-25-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9746821,32.2490769
"ХПП Добронадіївське, ТОВ","28054, Кіровоградська обл., Олександрійський, с. Добронадіївка, вул. Привокзальна буд.59",,,,,35622956.0,,(05235)6-61-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5927149,33.3873561
"Цибулівське ХПП, ТДВ","27340, Кіровоградська обл., Олександрівський, с. Михайлівка, вул. Вокзальна буд.18",,,,,03342959.0, (095)235-80-20,(05242)3-40-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5191025,32.2527444
"Шарівське, ПАТ","28044, Кіровоградська обл., Олександрійський, с. Шарівка, вул. Пушкіна буд.1-А",,,,,00386235.0,(050)950-35-00,(05235)2-26-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5036369,32.7860793
"Агротон, СВФ ПрАТ","93500, Луганська обл., Новоайдарський, смт Новоайдар, вул. Октябрська буд.42",,,,,30280120.0,,(0642)34-53-79; (06445)9-44-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9446515,39.0319669
"Біловодський елеватор, ТОВ (смт. Марківка)","92400, Луганська обл., Марківський, смт Марківка, вул. Єременка буд.175",,,,,30419898.0,,(0642)50-05-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5452612,39.5589405
"Державна продовольчо-зернова корпорація України,ПАТ (філія Солідарненський елева","92213, Луганська обл., Білокуракинський, с. Солідарне, вул.Центральна буд.1",,,,,37243279.0,,(06462)9-96-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.7889097,38.61577279999999
"Красноріченський ККЗ, ТОВ","92913, Луганська обл., Кремінський, смт. Красноріченське, вул. Привокзальна буд.1",,,,,32973977.0,,(06454)9-31-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2142095,38.2090035
"Куземівське, ТОВ","92620, Луганська обл., Сватівський, с. Куземівка, вул. Залізнична буд.3",,,,,36635065.0,,(06471)9-56-42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5234915,37.9775684
ПП СВФ Агро,"92200, Луганська обл., Білокуракинський, смт.Білокуракине, вул.Центральна, буд.238",,,,,30877035.0,,(06462)2-29-97; (06423)4-53-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.6179182,38.7046837
"Рубіжне-Агро, ТОВ","93000, Луганська обл., Рубіжне, вул. Київська буд.138",,,,,32026208.0,,(06453)6-29-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0010013,38.3809943
"Сватівська олія, ТОВ (Челюскінців буд.15 )","92603, Луганська обл., Сватівський, м. Сватове, вул. Челюскінців буд.15",,,,,25368994.0,,(06471)3-41-52; (06471)3-14-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4154809,38.1568889
